"","date","experiment","round","assay","plate","condition","control","strain","row","col","trait","phenotype"
"49",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA1114","F",11,"median.TOF",142
"50",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA1114","F",12,"median.TOF",116
"51",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","CB4856","F",2,"median.TOF",149
"52",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","CB4856","F",3,"median.TOF",97.5
"53",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA451","F",5,"median.TOF",223
"54",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA451","F",6,"median.TOF",168
"55",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA451","F",7,"median.TOF",126
"56",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA451","F",8,"median.TOF",111
"57",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA1114","F",9,"median.TOF",287
"58",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","CB4856","G",1,"median.TOF",244.5
"59",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA1114","G",10,"median.TOF",202.5
"60",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA1114","G",11,"median.TOF",171
"61",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA1114","G",12,"median.TOF",131
"62",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","CB4856","G",2,"median.TOF",144
"63",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","CB4856","G",3,"median.TOF",128.5
"64",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA451","G",5,"median.TOF",229
"65",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA451","G",6,"median.TOF",163
"66",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA451","G",7,"median.TOF",126
"67",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA451","G",8,"median.TOF",106
"68",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA1114","G",9,"median.TOF",273
"69",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","N2","A",1,"median.TOF",273
"70",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA486","A",10,"median.TOF",185
"71",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA486","A",11,"median.TOF",168
"72",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA486","A",12,"median.TOF",146.5
"73",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","N2","A",2,"median.TOF",183
"74",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","N2","A",3,"median.TOF",140
"75",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","N2","A",4,"median.TOF",134.5
"76",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA411","A",5,"median.TOF",227
"77",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA411","A",6,"median.TOF",187
"78",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA411","A",7,"median.TOF",129.5
"79",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA486","A",9,"median.TOF",236.5
"80",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","N2","B",1,"median.TOF",241
"81",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA486","B",10,"median.TOF",204
"82",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA486","B",11,"median.TOF",154.5
"83",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA486","B",12,"median.TOF",115
"84",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","N2","B",2,"median.TOF",176
"85",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","N2","B",3,"median.TOF",167
"86",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","N2","B",4,"median.TOF",135
"87",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA411","B",5,"median.TOF",234.5
"88",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA411","B",6,"median.TOF",159
"89",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA411","B",7,"median.TOF",106.5
"90",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA486","B",9,"median.TOF",206
"91",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","N2","C",1,"median.TOF",295
"92",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA486","C",10,"median.TOF",195
"93",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA486","C",11,"median.TOF",157
"94",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA486","C",12,"median.TOF",135
"95",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","N2","C",2,"median.TOF",141
"96",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","N2","C",3,"median.TOF",133
"97",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA411","C",5,"median.TOF",220.5
"98",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA411","C",6,"median.TOF",172
"99",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA411","C",7,"median.TOF",109
"100",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA486","C",9,"median.TOF",210
"101",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","CB4856","E",1,"median.TOF",237
"102",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA1114","E",10,"median.TOF",197.5
"103",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA1114","E",11,"median.TOF",139.5
"104",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA1114","E",12,"median.TOF",126
"105",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","CB4856","E",2,"median.TOF",165
"106",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","CB4856","E",3,"median.TOF",115
"107",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","CB4856","E",4,"median.TOF",84
"108",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA451","E",5,"median.TOF",220
"109",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA451","E",6,"median.TOF",162
"110",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA451","E",7,"median.TOF",120.5
"111",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA451","E",8,"median.TOF",110
"112",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA1114","E",9,"median.TOF",280
"113",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","CB4856","F",1,"median.TOF",256
"114",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA1114","F",10,"median.TOF",210
"115",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA1114","F",11,"median.TOF",176.5
"116",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA1114","F",12,"median.TOF",172.5
"117",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","CB4856","F",2,"median.TOF",141
"118",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","CB4856","F",3,"median.TOF",112.5
"119",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA451","F",5,"median.TOF",270
"120",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA451","F",6,"median.TOF",191
"121",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA451","F",7,"median.TOF",110
"122",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA451","F",8,"median.TOF",99
"123",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA1114","F",9,"median.TOF",288
"124",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","CB4856","G",1,"median.TOF",176
"125",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA1114","G",10,"median.TOF",227
"126",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA1114","G",11,"median.TOF",144
"127",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA1114","G",12,"median.TOF",97
"128",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","CB4856","G",3,"median.TOF",92.5
"129",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","CB4856","G",4,"median.TOF",81
"130",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA451","G",5,"median.TOF",235
"131",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA451","G",6,"median.TOF",134
"132",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA1114","G",9,"median.TOF",281
"133",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","N2","A",1,"median.EXT",828
"134",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA486","A",10,"median.EXT",330
"135",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA486","A",11,"median.EXT",193
"136",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA486","A",12,"median.EXT",154
"137",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","N2","A",2,"median.EXT",407
"138",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","N2","A",3,"median.EXT",259
"139",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","N2","A",4,"median.EXT",197
"140",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA411","A",5,"median.EXT",704
"141",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA411","A",6,"median.EXT",268.5
"142",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA411","A",7,"median.EXT",167
"143",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA411","A",8,"median.EXT",129
"144",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA486","A",9,"median.EXT",905
"145",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","N2","B",1,"median.EXT",846
"146",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA486","B",10,"median.EXT",314.5
"147",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA486","B",11,"median.EXT",188.5
"148",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA486","B",12,"median.EXT",139
"149",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","N2","B",2,"median.EXT",493
"150",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","N2","B",3,"median.EXT",249
"151",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","N2","B",4,"median.EXT",186.5
"152",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA411","B",5,"median.EXT",809
"153",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA411","B",6,"median.EXT",284
"154",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA411","B",7,"median.EXT",180
"155",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA411","B",8,"median.EXT",123
"156",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA486","B",9,"median.EXT",917
"157",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","N2","C",1,"median.EXT",809
"158",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA486","C",10,"median.EXT",329
"159",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA486","C",11,"median.EXT",178
"160",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","N2","C",2,"median.EXT",458
"161",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","N2","C",3,"median.EXT",235.5
"162",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","N2","C",4,"median.EXT",152
"163",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA411","C",5,"median.EXT",667
"164",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA411","C",6,"median.EXT",274
"165",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA411","C",7,"median.EXT",139
"166",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA411","C",8,"median.EXT",116
"167",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA486","C",9,"median.EXT",851
"168",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","CB4856","E",1,"median.EXT",829
"169",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA1114","E",10,"median.EXT",365
"170",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA1114","E",11,"median.EXT",144
"171",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA1114","E",12,"median.EXT",137.5
"172",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","CB4856","E",2,"median.EXT",282
"173",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","CB4856","E",4,"median.EXT",130
"174",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA451","E",5,"median.EXT",769
"175",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA451","E",6,"median.EXT",268
"176",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA451","E",7,"median.EXT",159
"177",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA451","E",8,"median.EXT",115.5
"178",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA1114","E",9,"median.EXT",823
"179",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","CB4856","F",1,"median.EXT",772.5
"180",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA1114","F",10,"median.EXT",324
"181",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA1114","F",11,"median.EXT",219.5
"182",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA1114","F",12,"median.EXT",149
"183",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","CB4856","F",2,"median.EXT",310
"184",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","CB4856","F",3,"median.EXT",156
"185",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA451","F",5,"median.EXT",739
"186",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA451","F",6,"median.EXT",281
"187",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA451","F",7,"median.EXT",144
"188",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA451","F",8,"median.EXT",147
"189",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA1114","F",9,"median.EXT",883
"190",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","CB4856","G",1,"median.EXT",882.5
"191",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA1114","G",10,"median.EXT",320.5
"192",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA1114","G",11,"median.EXT",259.5
"193",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA1114","G",12,"median.EXT",150.5
"194",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","CB4856","G",2,"median.EXT",255
"195",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","CB4856","G",3,"median.EXT",163
"196",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA451","G",5,"median.EXT",822
"197",20190308,"dose_modifiedHTA",3,NA,3,"zinc-250","zinc-0","ECA451","G",6,"median.EXT",264
"198",20190308,"dose_modifiedHTA",3,NA,3,"zinc-500","zinc-0","ECA451","G",7,"median.EXT",157
"199",20190308,"dose_modifiedHTA",3,NA,3,"zinc-750","zinc-0","ECA451","G",8,"median.EXT",140
"200",20190308,"dose_modifiedHTA",3,NA,3,"zinc-0","None","ECA1114","G",9,"median.EXT",841
"201",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","N2","A",1,"median.EXT",890
"202",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA486","A",10,"median.EXT",322.5
"203",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA486","A",11,"median.EXT",209
"204",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA486","A",12,"median.EXT",190
"205",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","N2","A",2,"median.EXT",438.5
"206",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","N2","A",3,"median.EXT",217
"207",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","N2","A",4,"median.EXT",163.5
"208",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA411","A",5,"median.EXT",684
"209",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA411","A",6,"median.EXT",235
"210",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA411","A",7,"median.EXT",183
"211",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA486","A",9,"median.EXT",840.5
"212",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","N2","B",1,"median.EXT",788.5
"213",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA486","B",10,"median.EXT",283.5
"214",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA486","B",11,"median.EXT",204.5
"215",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA486","B",12,"median.EXT",177
"216",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","N2","B",2,"median.EXT",437
"217",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","N2","B",3,"median.EXT",250
"218",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","N2","B",4,"median.EXT",174
"219",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA411","B",5,"median.EXT",745
"220",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA411","B",6,"median.EXT",303
"221",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA411","B",7,"median.EXT",141.5
"222",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA486","B",9,"median.EXT",942
"223",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","N2","C",1,"median.EXT",862
"224",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA486","C",10,"median.EXT",309
"225",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA486","C",11,"median.EXT",176
"226",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA486","C",12,"median.EXT",144.5
"227",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","N2","C",2,"median.EXT",345
"228",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","N2","C",3,"median.EXT",174
"229",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA411","C",5,"median.EXT",763.5
"230",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA411","C",6,"median.EXT",272
"231",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA411","C",7,"median.EXT",129
"232",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA486","C",9,"median.EXT",778
"233",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","CB4856","E",1,"median.EXT",892
"234",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA1114","E",10,"median.EXT",428
"235",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA1114","E",11,"median.EXT",207
"236",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA1114","E",12,"median.EXT",154
"237",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","CB4856","E",2,"median.EXT",244
"238",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","CB4856","E",3,"median.EXT",158.5
"239",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","CB4856","E",4,"median.EXT",110
"240",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA451","E",5,"median.EXT",880
"241",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA451","E",6,"median.EXT",288
"242",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA451","E",7,"median.EXT",140.5
"243",20190308,"dose_modifiedHTA",3,NA,4,"zinc-750","zinc-0","ECA451","E",8,"median.EXT",131
"244",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","ECA1114","E",9,"median.EXT",977
"245",20190308,"dose_modifiedHTA",3,NA,4,"zinc-0","None","CB4856","F",1,"median.EXT",871
"246",20190308,"dose_modifiedHTA",3,NA,4,"zinc-250","zinc-0","ECA1114","F",10,"median.EXT",353.5
"247",20190308,"dose_modifiedHTA",3,NA,4,"zinc-500","zinc-0","ECA1114","F",11,"median.EXT",236
