date,experiment,round,assay,condition,control,plate,row,col,strain,trait,phenotype
20140617,GWAS,8,b,zinc,1percwater,19,G,9,ED3046,median.EXT,47.674006867859596
20140616,GWAS,8,a,zinc,1percwater,19,G,9,MY1,median.norm.EXT,0.3350651436747727
20140617,GWAS,8,b,zinc,1percwater,19,G,9,ED3046,median.norm.EXT,0.14782288955035341
20140616,GWAS,8,a,zinc,1percwater,19,G,9,MY1,median.TOF,15.476307857305846
20140617,GWAS,8,b,zinc,1percwater,19,G,9,ED3046,median.TOF,8.983114501956724
20140616,GWAS,8,a,zinc,1percwater,19,G,9,MY1,norm.n,-3.4901464492510743
20140617,GWAS,8,b,zinc,1percwater,19,G,9,ED3046,norm.n,-5.06355232884288
20140617,GWAS,8,b,zinc,1percwater,19,G,11,JU1409,median.EXT,-63.071054016110246
20140617,GWAS,8,b,zinc,1percwater,19,G,11,JU1409,median.norm.EXT,-0.14240745584088887
20140617,GWAS,8,b,zinc,1percwater,19,G,11,JU1409,median.TOF,-18.1506735111885
20140617,GWAS,8,b,zinc,1percwater,19,G,11,JU1409,norm.n,-11.848022181081152
20140616,GWAS,8,a,zinc,1percwater,19,H,1,JU1213,median.EXT,-213.24867954660115
20140617,GWAS,8,b,zinc,1percwater,19,H,1,CB4932,median.EXT,-17.085952008036223
20140616,GWAS,8,a,zinc,1percwater,19,H,1,JU1213,median.norm.EXT,0.2041128178354437
20140617,GWAS,8,b,zinc,1percwater,19,H,1,CB4932,median.norm.EXT,-0.12078181284802036
20140616,GWAS,8,a,zinc,1percwater,19,H,1,JU1213,median.TOF,-92.53703082520174
20140617,GWAS,8,b,zinc,1percwater,19,H,1,CB4932,median.TOF,3.9426972663646356
20140616,GWAS,8,a,zinc,1percwater,19,H,1,JU1213,norm.n,-102.79277389612494
20140617,GWAS,8,b,zinc,1percwater,19,H,1,CB4932,norm.n,48.09824316982525
20140616,GWAS,8,a,zinc,1percwater,19,H,3,JU310,median.EXT,-69.31739376355661
20140617,GWAS,8,b,zinc,1percwater,19,H,3,DL238,median.EXT,-83.46509481933985
20140616,GWAS,8,a,zinc,1percwater,19,H,3,JU310,median.norm.EXT,-0.2226783997204642
20140617,GWAS,8,b,zinc,1percwater,19,H,3,DL238,median.norm.EXT,-0.17143646040580146
20140616,GWAS,8,a,zinc,1percwater,19,H,3,JU310,median.TOF,-5.857159205383927
20140617,GWAS,8,b,zinc,1percwater,19,H,3,DL238,median.TOF,-23.897238543544272
20140616,GWAS,8,a,zinc,1percwater,19,H,3,JU310,norm.n,-23.470070225869605
20140617,GWAS,8,b,zinc,1percwater,19,H,3,DL238,norm.n,0.6964124911349042
20140617,GWAS,8,b,zinc,1percwater,19,H,5,ED3049,median.EXT,27.105292650904147
20140617,GWAS,8,b,zinc,1percwater,19,H,5,ED3049,median.norm.EXT,0.037795158358639745
20140617,GWAS,8,b,zinc,1percwater,19,H,5,ED3049,median.TOF,15.216340851804906
20140617,GWAS,8,b,zinc,1percwater,19,H,5,ED3049,norm.n,3.646810875226679
20140616,GWAS,8,a,zinc,1percwater,19,H,7,JU1242,median.EXT,-42.41347472826669
20140617,GWAS,8,b,zinc,1percwater,19,H,7,ED3005,median.EXT,92.1773533744367
20140616,GWAS,8,a,zinc,1percwater,19,H,7,JU1242,median.norm.EXT,0.034473307539600276
20140617,GWAS,8,b,zinc,1percwater,19,H,7,ED3005,median.norm.EXT,0.16340029814266654
20140616,GWAS,8,a,zinc,1percwater,19,H,7,JU1242,median.TOF,-9.417383870702746
20140617,GWAS,8,b,zinc,1percwater,19,H,7,ED3005,median.TOF,37.5966938973059
20140616,GWAS,8,a,zinc,1percwater,19,H,7,JU1242,norm.n,-66.07827765887002
20140617,GWAS,8,b,zinc,1percwater,19,H,7,ED3005,norm.n,-8.557204891217985
20140616,GWAS,8,a,zinc,1percwater,19,H,9,JU311,median.EXT,-38.21721030946065
20140617,GWAS,8,b,zinc,1percwater,19,H,9,LKC34,median.EXT,70.01255819277118
20140616,GWAS,8,a,zinc,1percwater,19,H,9,JU311,median.norm.EXT,-0.11303008880634649
20140617,GWAS,8,b,zinc,1percwater,19,H,9,LKC34,median.norm.EXT,0.12965759889351308
20140616,GWAS,8,a,zinc,1percwater,19,H,9,JU311,median.TOF,-5.583515619943656
20140617,GWAS,8,b,zinc,1percwater,19,H,9,LKC34,median.TOF,34.529599296698635
20140616,GWAS,8,a,zinc,1percwater,19,H,9,JU311,norm.n,-29.644560599787496
20140617,GWAS,8,b,zinc,1percwater,19,H,9,LKC34,norm.n,9.444567154101982
20140617,GWAS,8,b,zinc,1percwater,19,H,11,MY18,median.EXT,-44.7870748990369
20140617,GWAS,8,b,zinc,1percwater,19,H,11,MY18,median.norm.EXT,-0.2036290865374792
20140617,GWAS,8,b,zinc,1percwater,19,H,11,MY18,median.TOF,-10.79012789541423
20140617,GWAS,8,b,zinc,1percwater,19,H,11,MY18,norm.n,-12.351712855146996
